message,label,clean_message
My delivery was delayed by two days. kindly resolve,1,delivery delayed two day kindly resolve
Unauthorized payment from my card!,2,unauthorized payment card
The app looks good. kindly resolve,0,app look good kindly resolve
"I was billed incorrectly, please check. asap",1,billed incorrectly please check asap
Tracking info is not updating. asap,1,tracking info updating asap
General feedback on your website.!!!,0,general feedback website
Received a damaged package.,1,received damaged package
Received a damaged package.,1,received damaged package
The new update is nice.!!!,0,new update nice
Prices seem reasonable.!!!,0,price seem reasonable
Tracking info is not updating.,1,tracking info updating
Data privacy issue — my info is visible to others!!!!,2,data privacy issue info visible others
Your staff was polite. asap,0,staff polite asap
My account has been hacked! asap,2,account hacked asap
Your staff was polite. asap,0,staff polite asap
Prices seem reasonable.!!!,0,price seem reasonable
Payment confirmation is pending. asap,1,payment confirmation pending asap
Unauthorized payment from my card!!!!,2,unauthorized payment card
I like your service. kindly resolve,0,like service kindly resolve
Overall experience was okay. asap,0,overall experience okay asap
I have not received my refund yet. kindly resolve,1,received refund yet kindly resolve
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
My delivery was delayed by two days.,1,delivery delayed two day
Feature request: dark mode would be nice. asap,0,feature request dark mode would nice asap
Tracking info is not updating. asap,1,tracking info updating asap
The app looks good.!!!,0,app look good
Tracking info is not updating.!!!,1,tracking info updating
"I was billed incorrectly, please check.",1,billed incorrectly please check
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
Coupon code is not working. please help,1,coupon code working please help
The new update is nice. please help,0,new update nice please help
Coupon code is not working.!!!,1,coupon code working
Payment taken multiple times! please help,2,payment taken multiple time please help
Need help with changing my address. please help,1,need help changing address please help
Received a damaged package. asap,1,received damaged package asap
Unauthorized payment from my card! kindly resolve,2,unauthorized payment card kindly resolve
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
Unable to login sometimes.,1,unable login sometimes
Critical: scam activity on my profile! asap,2,critical scam activity profile asap
Tracking info is not updating.,1,tracking info updating
The app looks good. asap,0,app look good asap
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
Payment taken multiple times!!!!,2,payment taken multiple time
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Unauthorized payment from my card! asap,2,unauthorized payment card asap
The new update is nice. kindly resolve,0,new update nice kindly resolve
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
My delivery was delayed by two days.!!!,1,delivery delayed two day
Coupon code is not working. kindly resolve,1,coupon code working kindly resolve
General feedback on your website.!!!,0,general feedback website
I like your service.!!!,0,like service
General feedback on your website.,0,general feedback website
Your staff was polite. please help,0,staff polite please help
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Unable to login sometimes. kindly resolve,1,unable login sometimes kindly resolve
Tracking info is not updating.,1,tracking info updating
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Urgent: money deducted but order failed! please help,2,urgent money deducted order failed please help
Urgent: money deducted but order failed!,2,urgent money deducted order failed
Tracking info is not updating. asap,1,tracking info updating asap
Critical: scam activity on my profile!!!!,2,critical scam activity profile
Feature request: dark mode would be nice.,0,feature request dark mode would nice
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
Order arrived late. asap,1,order arrived late asap
The new update is nice. kindly resolve,0,new update nice kindly resolve
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Fraud transaction detected on my account! please help,2,fraud transaction detected account please help
Data privacy issue — my info is visible to others! please help,2,data privacy issue info visible others please help
Received a damaged package. please help,1,received damaged package please help
I have not received my refund yet. please help,1,received refund yet please help
General feedback on your website.,0,general feedback website
"I was charged twice, fix this immediately! please help",2,charged twice fix immediately please help
"I was charged twice, fix this immediately! asap",2,charged twice fix immediately asap
Data privacy issue — my info is visible to others! asap,2,data privacy issue info visible others asap
Immediate help needed: account locked with balance inside! kindly resolve,2,immediate help needed account locked balance inside kindly resolve
Tracking info is not updating.!!!,1,tracking info updating
I have not received my refund yet.!!!,1,received refund yet
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
Payment taken multiple times!,2,payment taken multiple time
Coupon code is not working. kindly resolve,1,coupon code working kindly resolve
Received a damaged package.!!!,1,received damaged package
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
My delivery was delayed by two days. kindly resolve,1,delivery delayed two day kindly resolve
Unable to login sometimes. kindly resolve,1,unable login sometimes kindly resolve
I like your service.!!!,0,like service
Tracking info is not updating. please help,1,tracking info updating please help
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Prices seem reasonable.,0,price seem reasonable
Feature request: dark mode would be nice.,0,feature request dark mode would nice
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
Your staff was polite. kindly resolve,0,staff polite kindly resolve
Coupon code is not working. kindly resolve,1,coupon code working kindly resolve
Coupon code is not working. please help,1,coupon code working please help
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Received a damaged package.!!!,1,received damaged package
My account has been hacked! asap,2,account hacked asap
Need help with changing my address. asap,1,need help changing address asap
Your staff was polite. please help,0,staff polite please help
Need help with changing my address.!!!,1,need help changing address
Payment taken multiple times!,2,payment taken multiple time
The new update is nice. please help,0,new update nice please help
My account has been hacked! please help,2,account hacked please help
General feedback on your website.!!!,0,general feedback website
Just giving feedback about the UI. asap,0,giving feedback ui asap
Prices seem reasonable.!!!,0,price seem reasonable
I have not received my refund yet.!!!,1,received refund yet
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Urgent: money deducted but order failed!,2,urgent money deducted order failed
The new update is nice.,0,new update nice
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
Coupon code is not working. please help,1,coupon code working please help
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
The new update is nice. please help,0,new update nice please help
Payment taken multiple times!!!!,2,payment taken multiple time
Prices seem reasonable. kindly resolve,0,price seem reasonable kindly resolve
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
Need help with changing my address.!!!,1,need help changing address
My delivery was delayed by two days. asap,1,delivery delayed two day asap
Order arrived late. asap,1,order arrived late asap
Order arrived late. asap,1,order arrived late asap
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
"I was billed incorrectly, please check.",1,billed incorrectly please check
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
Coupon code is not working. asap,1,coupon code working asap
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
Fraud transaction detected on my account! please help,2,fraud transaction detected account please help
Prices seem reasonable. please help,0,price seem reasonable please help
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
My delivery was delayed by two days. kindly resolve,1,delivery delayed two day kindly resolve
"I was billed incorrectly, please check. asap",1,billed incorrectly please check asap
Tracking info is not updating. please help,1,tracking info updating please help
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
The new update is nice. please help,0,new update nice please help
I like your service. please help,0,like service please help
Critical: scam activity on my profile! kindly resolve,2,critical scam activity profile kindly resolve
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
Urgent: money deducted but order failed!,2,urgent money deducted order failed
"I was billed incorrectly, please check. asap",1,billed incorrectly please check asap
Unauthorized payment from my card!!!!,2,unauthorized payment card
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
Overall experience was okay. asap,0,overall experience okay asap
Fraud transaction detected on my account! kindly resolve,2,fraud transaction detected account kindly resolve
Your staff was polite. kindly resolve,0,staff polite kindly resolve
My delivery was delayed by two days.,1,delivery delayed two day
The new update is nice. kindly resolve,0,new update nice kindly resolve
Need help with changing my address. asap,1,need help changing address asap
Coupon code is not working.,1,coupon code working
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
Payment confirmation is pending.,1,payment confirmation pending
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Fraud transaction detected on my account! kindly resolve,2,fraud transaction detected account kindly resolve
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
"I was billed incorrectly, please check. please help",1,billed incorrectly please check please help
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
Received a damaged package. asap,1,received damaged package asap
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
"I was billed incorrectly, please check. please help",1,billed incorrectly please check please help
I have not received my refund yet.,1,received refund yet
Tracking info is not updating.!!!,1,tracking info updating
Fraud transaction detected on my account! kindly resolve,2,fraud transaction detected account kindly resolve
Just giving feedback about the UI. please help,0,giving feedback ui please help
Your staff was polite. asap,0,staff polite asap
"I was billed incorrectly, please check.",1,billed incorrectly please check
Data privacy issue — my info is visible to others! please help,2,data privacy issue info visible others please help
The new update is nice. kindly resolve,0,new update nice kindly resolve
General feedback on your website.!!!,0,general feedback website
I like your service.!!!,0,like service
The new update is nice. please help,0,new update nice please help
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Your staff was polite. asap,0,staff polite asap
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
Sharing a suggestion for improvement.!!!,0,sharing suggestion improvement
My account has been hacked! please help,2,account hacked please help
The new update is nice. kindly resolve,0,new update nice kindly resolve
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
Unauthorized payment from my card! please help,2,unauthorized payment card please help
Unauthorized payment from my card! please help,2,unauthorized payment card please help
Payment taken multiple times!,2,payment taken multiple time
The app looks good. kindly resolve,0,app look good kindly resolve
Payment confirmation is pending.!!!,1,payment confirmation pending
"I was charged twice, fix this immediately! asap",2,charged twice fix immediately asap
Payment confirmation is pending.!!!,1,payment confirmation pending
Data privacy issue — my info is visible to others! kindly resolve,2,data privacy issue info visible others kindly resolve
General feedback on your website.!!!,0,general feedback website
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Critical: scam activity on my profile!!!!,2,critical scam activity profile
Tracking info is not updating. please help,1,tracking info updating please help
Coupon code is not working.,1,coupon code working
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
Tracking info is not updating.!!!,1,tracking info updating
Overall experience was okay. asap,0,overall experience okay asap
Immediate help needed: account locked with balance inside! please help,2,immediate help needed account locked balance inside please help
Payment taken multiple times! asap,2,payment taken multiple time asap
"I was billed incorrectly, please check. kindly resolve",1,billed incorrectly please check kindly resolve
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
My delivery was delayed by two days.,1,delivery delayed two day
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
Your staff was polite.,0,staff polite
"I was charged twice, fix this immediately!!!!",2,charged twice fix immediately
My account has been hacked! asap,2,account hacked asap
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
Payment taken multiple times!,2,payment taken multiple time
Your staff was polite.!!!,0,staff polite
My delivery was delayed by two days.!!!,1,delivery delayed two day
Urgent: money deducted but order failed! please help,2,urgent money deducted order failed please help
"I was billed incorrectly, please check. kindly resolve",1,billed incorrectly please check kindly resolve
Unable to login sometimes.,1,unable login sometimes
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
Just giving feedback about the UI. asap,0,giving feedback ui asap
Received a damaged package. please help,1,received damaged package please help
The app looks good. kindly resolve,0,app look good kindly resolve
Fraud transaction detected on my account! please help,2,fraud transaction detected account please help
Payment confirmation is pending. please help,1,payment confirmation pending please help
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
General feedback on your website.!!!,0,general feedback website
Overall experience was okay.,0,overall experience okay
The app looks good.!!!,0,app look good
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
Prices seem reasonable. kindly resolve,0,price seem reasonable kindly resolve
Need help with changing my address. asap,1,need help changing address asap
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
The app looks good.!!!,0,app look good
Payment confirmation is pending.!!!,1,payment confirmation pending
Need help with changing my address. asap,1,need help changing address asap
Need help with changing my address.,1,need help changing address
Data privacy issue — my info is visible to others! please help,2,data privacy issue info visible others please help
Prices seem reasonable. kindly resolve,0,price seem reasonable kindly resolve
Coupon code is not working. kindly resolve,1,coupon code working kindly resolve
My account has been hacked!!!!,2,account hacked
Payment confirmation is pending. asap,1,payment confirmation pending asap
Overall experience was okay. asap,0,overall experience okay asap
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
Urgent: money deducted but order failed!,2,urgent money deducted order failed
The new update is nice. kindly resolve,0,new update nice kindly resolve
Need help with changing my address. asap,1,need help changing address asap
Coupon code is not working. please help,1,coupon code working please help
Just giving feedback about the UI. asap,0,giving feedback ui asap
Tracking info is not updating. please help,1,tracking info updating please help
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
Need help with changing my address. asap,1,need help changing address asap
Need help with changing my address.!!!,1,need help changing address
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Your staff was polite. asap,0,staff polite asap
Immediate help needed: account locked with balance inside! kindly resolve,2,immediate help needed account locked balance inside kindly resolve
Unauthorized payment from my card!!!!,2,unauthorized payment card
The app looks good. please help,0,app look good please help
Payment taken multiple times! please help,2,payment taken multiple time please help
"I was charged twice, fix this immediately! kindly resolve",2,charged twice fix immediately kindly resolve
Payment confirmation is pending.,1,payment confirmation pending
Just giving feedback about the UI. asap,0,giving feedback ui asap
The new update is nice. kindly resolve,0,new update nice kindly resolve
Just giving feedback about the UI.,0,giving feedback ui
Critical: scam activity on my profile!!!!,2,critical scam activity profile
I like your service. asap,0,like service asap
"I was charged twice, fix this immediately! please help",2,charged twice fix immediately please help
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
The new update is nice. kindly resolve,0,new update nice kindly resolve
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
"I was billed incorrectly, please check.!!!",1,billed incorrectly please check
Need help with changing my address.!!!,1,need help changing address
Need help with changing my address. please help,1,need help changing address please help
Overall experience was okay. kindly resolve,0,overall experience okay kindly resolve
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
Data privacy issue — my info is visible to others! asap,2,data privacy issue info visible others asap
The new update is nice. kindly resolve,0,new update nice kindly resolve
Just giving feedback about the UI. please help,0,giving feedback ui please help
Urgent: money deducted but order failed! please help,2,urgent money deducted order failed please help
Order arrived late.,1,order arrived late
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Urgent: money deducted but order failed! please help,2,urgent money deducted order failed please help
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
General feedback on your website.!!!,0,general feedback website
Payment confirmation is pending.,1,payment confirmation pending
Unauthorized payment from my card!,2,unauthorized payment card
My delivery was delayed by two days. asap,1,delivery delayed two day asap
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Your staff was polite.,0,staff polite
My account has been hacked! asap,2,account hacked asap
Overall experience was okay.!!!,0,overall experience okay
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
Immediate help needed: account locked with balance inside! asap,2,immediate help needed account locked balance inside asap
Need help with changing my address.,1,need help changing address
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
Unable to login sometimes. asap,1,unable login sometimes asap
Just giving feedback about the UI. asap,0,giving feedback ui asap
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
Sharing a suggestion for improvement. kindly resolve,0,sharing suggestion improvement kindly resolve
Your staff was polite.!!!,0,staff polite
Your staff was polite. asap,0,staff polite asap
My account has been hacked! kindly resolve,2,account hacked kindly resolve
My delivery was delayed by two days. asap,1,delivery delayed two day asap
Urgent: money deducted but order failed!,2,urgent money deducted order failed
The new update is nice. kindly resolve,0,new update nice kindly resolve
Unable to login sometimes.,1,unable login sometimes
Unable to login sometimes.,1,unable login sometimes
General feedback on your website. please help,0,general feedback website please help
Tracking info is not updating.,1,tracking info updating
Order arrived late. kindly resolve,1,order arrived late kindly resolve
Unable to login sometimes. asap,1,unable login sometimes asap
Overall experience was okay. kindly resolve,0,overall experience okay kindly resolve
Fraud transaction detected on my account!,2,fraud transaction detected account
I like your service. kindly resolve,0,like service kindly resolve
Payment confirmation is pending. asap,1,payment confirmation pending asap
Payment taken multiple times!,2,payment taken multiple time
Payment confirmation is pending. asap,1,payment confirmation pending asap
"I was billed incorrectly, please check.",1,billed incorrectly please check
Unable to login sometimes. asap,1,unable login sometimes asap
Payment taken multiple times!!!!,2,payment taken multiple time
I like your service.!!!,0,like service
Coupon code is not working.,1,coupon code working
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
I like your service. asap,0,like service asap
Prices seem reasonable.!!!,0,price seem reasonable
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
Payment taken multiple times!,2,payment taken multiple time
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Need help with changing my address. please help,1,need help changing address please help
Tracking info is not updating.,1,tracking info updating
Payment confirmation is pending. please help,1,payment confirmation pending please help
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
The app looks good. kindly resolve,0,app look good kindly resolve
Your staff was polite. kindly resolve,0,staff polite kindly resolve
Fraud transaction detected on my account! please help,2,fraud transaction detected account please help
General feedback on your website. asap,0,general feedback website asap
Sharing a suggestion for improvement.!!!,0,sharing suggestion improvement
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
The new update is nice. please help,0,new update nice please help
Unable to login sometimes. asap,1,unable login sometimes asap
Overall experience was okay. asap,0,overall experience okay asap
"I was charged twice, fix this immediately! please help",2,charged twice fix immediately please help
Order arrived late. asap,1,order arrived late asap
Unable to login sometimes. please help,1,unable login sometimes please help
Just giving feedback about the UI.!!!,0,giving feedback ui
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
My account has been hacked! please help,2,account hacked please help
My account has been hacked!!!!,2,account hacked
Urgent: money deducted but order failed! asap,2,urgent money deducted order failed asap
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Your staff was polite. please help,0,staff polite please help
Just giving feedback about the UI.,0,giving feedback ui
The new update is nice. kindly resolve,0,new update nice kindly resolve
"I was charged twice, fix this immediately!!!!",2,charged twice fix immediately
Just giving feedback about the UI. please help,0,giving feedback ui please help
Received a damaged package.,1,received damaged package
Payment confirmation is pending.,1,payment confirmation pending
The new update is nice. kindly resolve,0,new update nice kindly resolve
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
Coupon code is not working. asap,1,coupon code working asap
Tracking info is not updating. please help,1,tracking info updating please help
Payment confirmation is pending.,1,payment confirmation pending
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
Prices seem reasonable.!!!,0,price seem reasonable
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
I have not received my refund yet. please help,1,received refund yet please help
Unable to login sometimes.,1,unable login sometimes
Payment taken multiple times!,2,payment taken multiple time
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
Order arrived late. please help,1,order arrived late please help
Overall experience was okay. kindly resolve,0,overall experience okay kindly resolve
The new update is nice.!!!,0,new update nice
Payment confirmation is pending.,1,payment confirmation pending
Overall experience was okay.,0,overall experience okay
The app looks good.!!!,0,app look good
Sharing a suggestion for improvement.,0,sharing suggestion improvement
Data privacy issue — my info is visible to others!!!!,2,data privacy issue info visible others
Payment taken multiple times! please help,2,payment taken multiple time please help
Prices seem reasonable. asap,0,price seem reasonable asap
Unable to login sometimes. kindly resolve,1,unable login sometimes kindly resolve
Coupon code is not working. asap,1,coupon code working asap
Fraud transaction detected on my account!,2,fraud transaction detected account
Need help with changing my address. asap,1,need help changing address asap
Payment confirmation is pending. asap,1,payment confirmation pending asap
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
Coupon code is not working.,1,coupon code working
"I was charged twice, fix this immediately! kindly resolve",2,charged twice fix immediately kindly resolve
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Received a damaged package.,1,received damaged package
Received a damaged package. kindly resolve,1,received damaged package kindly resolve
Fraud transaction detected on my account! please help,2,fraud transaction detected account please help
Coupon code is not working.,1,coupon code working
I like your service. asap,0,like service asap
I have not received my refund yet. asap,1,received refund yet asap
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
Critical: scam activity on my profile! kindly resolve,2,critical scam activity profile kindly resolve
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
Unauthorized payment from my card!!!!,2,unauthorized payment card
Need help with changing my address. please help,1,need help changing address please help
"I was billed incorrectly, please check.",1,billed incorrectly please check
Unable to login sometimes. please help,1,unable login sometimes please help
Immediate help needed: account locked with balance inside! please help,2,immediate help needed account locked balance inside please help
Overall experience was okay. asap,0,overall experience okay asap
Overall experience was okay.,0,overall experience okay
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
Payment taken multiple times!,2,payment taken multiple time
The new update is nice. kindly resolve,0,new update nice kindly resolve
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Feature request: dark mode would be nice.,0,feature request dark mode would nice
I like your service.!!!,0,like service
"I was charged twice, fix this immediately! asap",2,charged twice fix immediately asap
Just giving feedback about the UI.,0,giving feedback ui
Unable to login sometimes. please help,1,unable login sometimes please help
Your staff was polite. please help,0,staff polite please help
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
Received a damaged package.!!!,1,received damaged package
Payment confirmation is pending. please help,1,payment confirmation pending please help
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
Fraud transaction detected on my account! kindly resolve,2,fraud transaction detected account kindly resolve
Need help with changing my address. kindly resolve,1,need help changing address kindly resolve
Unable to login sometimes. asap,1,unable login sometimes asap
Unauthorized payment from my card! please help,2,unauthorized payment card please help
Data privacy issue — my info is visible to others! kindly resolve,2,data privacy issue info visible others kindly resolve
Unauthorized payment from my card! asap,2,unauthorized payment card asap
Prices seem reasonable.!!!,0,price seem reasonable
"I was charged twice, fix this immediately!!!!",2,charged twice fix immediately
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Payment confirmation is pending. please help,1,payment confirmation pending please help
Just giving feedback about the UI. please help,0,giving feedback ui please help
Urgent: money deducted but order failed!,2,urgent money deducted order failed
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
Coupon code is not working.,1,coupon code working
The app looks good. kindly resolve,0,app look good kindly resolve
Fraud transaction detected on my account! kindly resolve,2,fraud transaction detected account kindly resolve
Unauthorized payment from my card!,2,unauthorized payment card
Payment confirmation is pending.!!!,1,payment confirmation pending
Need help with changing my address.!!!,1,need help changing address
Fraud transaction detected on my account! kindly resolve,2,fraud transaction detected account kindly resolve
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
Immediate help needed: account locked with balance inside! asap,2,immediate help needed account locked balance inside asap
My account has been hacked! kindly resolve,2,account hacked kindly resolve
My account has been hacked! kindly resolve,2,account hacked kindly resolve
Serious complaint: wrong person received my order and details! kindly resolve,2,serious complaint wrong person received order detail kindly resolve
Tracking info is not updating. please help,1,tracking info updating please help
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
Order arrived late. asap,1,order arrived late asap
Order arrived late. please help,1,order arrived late please help
Coupon code is not working. kindly resolve,1,coupon code working kindly resolve
Just giving feedback about the UI. asap,0,giving feedback ui asap
Payment confirmation is pending.!!!,1,payment confirmation pending
I like your service. kindly resolve,0,like service kindly resolve
Received a damaged package.,1,received damaged package
I have not received my refund yet.!!!,1,received refund yet
My delivery was delayed by two days. kindly resolve,1,delivery delayed two day kindly resolve
Fraud transaction detected on my account! kindly resolve,2,fraud transaction detected account kindly resolve
Order arrived late.!!!,1,order arrived late
"I was billed incorrectly, please check.",1,billed incorrectly please check
"I was billed incorrectly, please check.",1,billed incorrectly please check
"I was charged twice, fix this immediately! kindly resolve",2,charged twice fix immediately kindly resolve
"I was billed incorrectly, please check. asap",1,billed incorrectly please check asap
Serious complaint: wrong person received my order and details! kindly resolve,2,serious complaint wrong person received order detail kindly resolve
Order arrived late. please help,1,order arrived late please help
Received a damaged package. please help,1,received damaged package please help
Coupon code is not working. please help,1,coupon code working please help
Unable to login sometimes. please help,1,unable login sometimes please help
Overall experience was okay. kindly resolve,0,overall experience okay kindly resolve
Payment taken multiple times!!!!,2,payment taken multiple time
My delivery was delayed by two days. kindly resolve,1,delivery delayed two day kindly resolve
Payment confirmation is pending.!!!,1,payment confirmation pending
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
Tracking info is not updating.!!!,1,tracking info updating
Data privacy issue — my info is visible to others!!!!,2,data privacy issue info visible others
Urgent: money deducted but order failed! kindly resolve,2,urgent money deducted order failed kindly resolve
Sharing a suggestion for improvement. kindly resolve,0,sharing suggestion improvement kindly resolve
Your staff was polite. please help,0,staff polite please help
Overall experience was okay.,0,overall experience okay
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Feature request: dark mode would be nice. asap,0,feature request dark mode would nice asap
Feature request: dark mode would be nice. asap,0,feature request dark mode would nice asap
Unable to login sometimes. kindly resolve,1,unable login sometimes kindly resolve
Just giving feedback about the UI. kindly resolve,0,giving feedback ui kindly resolve
Feature request: dark mode would be nice.,0,feature request dark mode would nice
The new update is nice. kindly resolve,0,new update nice kindly resolve
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
Payment taken multiple times!!!!,2,payment taken multiple time
Unable to login sometimes. please help,1,unable login sometimes please help
Tracking info is not updating. kindly resolve,1,tracking info updating kindly resolve
Order arrived late. please help,1,order arrived late please help
Payment taken multiple times! kindly resolve,2,payment taken multiple time kindly resolve
Payment taken multiple times!,2,payment taken multiple time
Data privacy issue — my info is visible to others! kindly resolve,2,data privacy issue info visible others kindly resolve
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Urgent: money deducted but order failed!,2,urgent money deducted order failed
The app looks good. kindly resolve,0,app look good kindly resolve
Need help with changing my address. please help,1,need help changing address please help
Fraud transaction detected on my account!,2,fraud transaction detected account
Your staff was polite. kindly resolve,0,staff polite kindly resolve
Unable to login sometimes. please help,1,unable login sometimes please help
Unable to login sometimes. kindly resolve,1,unable login sometimes kindly resolve
Your staff was polite. asap,0,staff polite asap
Tracking info is not updating. please help,1,tracking info updating please help
Payment taken multiple times!,2,payment taken multiple time
Tracking info is not updating. please help,1,tracking info updating please help
